antecedents,consequents,support,confidence,lift
DX_E03.9,MED_albuterol,0.05476275419193721,0.45616641901931654,0.9499513168730641
COND_diabetes,MED_albuterol,0.05529789511237959,0.45255474452554745,0.9424301254867083
"COND_diabetes, MED_metformin",MED_albuterol,0.05529789511237959,0.45255474452554745,0.9424301254867083
"MED_atorvastatin, PROC_93000",MED_albuterol,0.02015697466999643,0.45019920318725093,0.937524789401088
"MED_atorvastatin, DX_K59.0",MED_albuterol,0.02176239743132358,0.4501845018450184,0.9374941743473897
"DX_I50, MED_atorvastatin",MED_albuterol,0.0444166963967178,0.447841726618705,0.9326154232631725
DX_I50,MED_albuterol,0.0444166963967178,0.447841726618705,0.9326154232631725
"DX_I50, MED_aspirin, MED_atorvastatin",MED_albuterol,0.044059935783089546,0.44584837545126355,0.9284643360994738
"DX_I50, MED_aspirin",MED_albuterol,0.044059935783089546,0.44584837545126355,0.9284643360994738
"MED_aspirin, MED_atorvastatin",MED_albuterol,0.13467713164466644,0.44203747072599536,0.9205282544167644
DX_I21,MED_albuterol,0.04548697823760257,0.44194107452339687,0.9203275125476088
"MED_atorvastatin, DX_I21",MED_albuterol,0.04548697823760257,0.44194107452339687,0.9203275125476088
"MED_aspirin, MED_atorvastatin, DX_I21",MED_albuterol,0.04513021762397431,0.44,0.9162852897473996
"MED_aspirin, DX_I21",MED_albuterol,0.04513021762397431,0.44,0.9162852897473996
COND_cad,MED_albuterol,0.05565465572600785,0.4394366197183099,0.9151120691459306
"COND_cad, MED_atorvastatin",MED_albuterol,0.05565465572600785,0.4394366197183099,0.9151120691459306
DX_Z87.891,MED_albuterol,0.053335711737424185,0.43841642228739,0.9129875421036806
"COND_cad, MED_aspirin, MED_atorvastatin",MED_albuterol,0.05529789511237959,0.43785310734463273,0.9118144575683548
"COND_cad, MED_aspirin",MED_albuterol,0.05529789511237959,0.43785310734463273,0.9118144575683548
COND_obesity,MED_albuterol,0.1196931858722797,0.43430420711974116,0.9044239914982425
COND_hypertension,MED_albuterol,0.05422761327149483,0.4342857142857143,0.9043854807896412
"MED_lisinopril, COND_hypertension",MED_albuterol,0.05422761327149483,0.4342857142857143,0.9043854807896412
MED_aspirin,MED_albuterol,0.15358544416696396,0.4324460070316423,0.900554351938851
MED_atorvastatin,MED_albuterol,0.15840171245094542,0.4314868804664723,0.8985570029327801
PROC_80053,MED_albuterol,0.049768105601141636,0.42530487804878053,0.8856831895770667
MED_metformin,MED_albuterol,0.08027113806635748,0.4245283018867925,0.8840659956825255
